cluster,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int,Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,Ticket_int,dataset
3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1072637127869657,0.0,0.0,0.7825496058711606,0.0366886659581493,1,S,C,missing,Miss,female,26.55,0.0,0.0,58.0,113783.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.2661049198151671,0.0168157863510669,3,S,missing,A,Mr,male,8.05,0.0,0.0,20.0,52151.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1263530176049851,0.2,0.8333333333333334,0.5243272628431639,0.111914570349581,3,S,missing,missing,Mr,male,31.275,1.0,5.0,39.0,347082.0,test
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0317314746881878,0.0,0.0,0.1845610220168524,0.1129863747987948,3,S,missing,missing,Miss,female,7.8542,0.0,0.0,14.0,350406.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0646410321880019,0.0,0.0,0.7417776569720033,0.0801938018490239,2,S,missing,missing,Mrs,female,16.0,0.0,0.0,55.0,248706.0,test
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1176668789047223,0.8,0.1666666666666666,0.0214732264202228,0.1233839097775393,3,Q,missing,missing,Master,male,29.125,4.0,1.0,2.0,382652.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.3979222295060997,0.0787966512237401,2,S,missing,missing,Mr,male,13.0,0.0,0.0,29.69911764705882,244373.0,train
4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0727211612115022,0.2,0.0,0.4156020657787442,0.1114892664781873,3,S,missing,missing,Mrs,female,18.0,1.0,0.0,31.0,345763.0,train
4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0291894660973946,0.0,0.0,0.3979222295060997,0.0008541546287506,3,C,missing,missing,Mrs,female,7.225,0.0,0.0,29.69911764705882,2649.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.0,0.0,0.469964664310954,0.0773430728672252,2,S,missing,missing,Mr,male,26.0,0.0,0.0,35.0,239865.0,train
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.4563740146779016,0.0801912222955961,2,S,D,missing,Mr,male,13.0,0.0,0.0,34.0,248698.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.032438485977744,0.0,0.0,0.1981516716499048,0.1067041948697841,3,Q,missing,missing,Miss,female,8.0292,0.0,0.0,15.0,330923.0,train
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1434222901671293,0.0,0.0,0.3748301168795868,0.0366902781790416,1,S,A,missing,Mr,male,35.5,0.0,0.0,28.0,113788.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0851443595851338,0.6,0.1666666666666666,0.1030171242185376,0.1128261200420983,3,S,missing,missing,Miss,female,21.075,3.0,1.0,8.0,349909.0,test
4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.126807524862557,0.2,0.8333333333333334,0.5107366132101114,0.1119129581286887,3,S,missing,missing,Mrs,female,31.3875,1.0,5.0,38.0,347077.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0291894660973946,0.0,0.0,0.3979222295060997,0.0008483506335383,3,C,missing,missing,Mr,male,7.225,0.0,0.0,29.69911764705882,2631.0,test
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0318324763009815,0.0,0.0,0.3979222295060997,0.1067158028602088,3,Q,missing,missing,Miss,female,7.8792,0.0,0.0,29.69911764705882,330959.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.3979222295060997,0.1126026662264228,3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349216.0,test
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1119938203173228,0.0,0.0,0.5379179124762163,0.0056753399851417,1,C,missing,PC,LOW,male,27.7208,0.0,0.0,40.0,17601.0,test
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5919534843132376,0.2,0.0,0.3979222295060997,0.0056650217714309,1,C,B,PC,Mrs,female,146.5208,1.0,0.0,29.69911764705882,17569.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.3979222295060997,0.1082370944942011,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,335677.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.8912748029355804,0.0079253554624623,2,S,missing,CA,Mr,male,10.5,0.0,0.0,66.0,24579.0,train
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.331975332982117,0.2,0.0,0.3748301168795868,0.0056763073176771,1,C,missing,PC,Mr,male,82.1708,1.0,0.0,28.0,17604.0,train
2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2100833546110064,0.2,0.0,0.5650992117423213,0.0366906006232201,1,S,missing,missing,Mr,male,52.0,1.0,0.0,42.0,113789.0,test
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0292064343683439,0.0,0.0,0.3979222295060997,0.0008631830657476,3,C,missing,missing,Mr,male,7.2292,0.0,0.0,29.69911764705882,2677.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.2796955694482196,0.0168161087952453,3,S,missing,A,Mr,male,8.05,0.0,0.0,21.0,52152.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0727211612115022,0.4,0.0,0.2389236205490622,0.1114895889223657,3,S,missing,missing,Miss,female,18.0,2.0,0.0,18.0,345764.0,test
3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0454171932217413,0.2,0.0,0.1845610220168524,0.0008547995171075,3,C,missing,missing,Miss,female,11.2417,1.0,0.0,14.0,2651.0,train
4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0382796112488324,0.2,0.0,0.5379179124762163,0.002433163770688,3,S,missing,missing,Mrs,female,9.475,1.0,0.0,40.0,7546.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0848413547467526,0.2,0.0,0.3612394672465344,0.0037622786743159,2,S,missing,missing,Mrs,female,21.0,1.0,0.0,27.0,11668.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.3979222295060997,0.112614596661026,3,C,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349253.0,train
3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1679826503469607,0.2,0.3333333333333333,0.0350638760532753,0.0006845489908786,2,C,missing,SCParis,Miss,female,41.5792,1.0,2.0,3.0,2123.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0318324763009815,0.0,0.0,0.2525142701821147,0.1067154804160303,3,Q,missing,missing,Miss,female,7.8792,0.0,0.0,19.0,330958.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.3979222295060997,0.1365767133393866,3,S,missing,LOW,Mr,male,8.05,0.0,0.0,29.69911764705882,423567.0,train
2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0626209999321269,0.2,0.0,0.3979222295060997,0.119423972821825,3,Q,missing,missing,Mr,male,15.5,1.0,0.0,29.69911764705882,370371.0,train
3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0313104999660634,0.0,0.0,0.3979222295060997,0.0046144986379957,3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,14311.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0875853665631332,0.4,0.0,0.3979222295060997,0.0008583464030707,3,C,missing,missing,Mr,male,21.6792,2.0,0.0,29.69911764705882,2662.0,test
4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0719131483091522,0.2,0.0,0.2389236205490622,0.1126094375541706,3,S,missing,missing,Mrs,female,17.8,1.0,0.0,18.0,349237.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.160340060310083,0.8,0.1666666666666666,0.0894264745854852,0.999994518448966,3,S,missing,missing,Master,male,39.6875,4.0,1.0,7.0,3101295.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0315125031916509,0.0,0.0,0.2796955694482196,0.1418386798877378,3,S,missing,A,Mr,male,7.8,0.0,0.0,21.0,439886.0,test
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3099909179349776,0.2,0.0,0.6602337591736885,0.0056659891039663,1,C,D,PC,Mrs,female,76.7292,1.0,0.0,49.0,17572.0,train
4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.2,0.0,0.3884207665126393,0.0009434716661851,2,S,missing,missing,Mrs,female,26.0,1.0,0.0,29.0,2926.0,test
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2503999663866632,0.0,0.1666666666666666,0.8776841533025278,0.0366003162532502,1,C,B,missing,Mr,male,61.9792,0.0,1.0,65.0,113509.0,test
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1434222901671293,0.0,0.0,0.3979222295060997,0.0064317940278179,1,S,C,missing,Mr,male,35.5,0.0,0.0,29.69911764705882,19947.0,train
3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0424206773733763,0.0,0.0,0.2796955694482196,0.0100041530810186,2,S,missing,CA,Miss,female,10.5,0.0,0.0,21.0,31026.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0292064343683439,0.0,0.0,0.381625441696113,0.0008696319493169,3,C,missing,missing,Mr,male,7.2292,0.0,0.0,28.5,2697.0,train
3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1121117902010659,0.2,0.3333333333333333,0.0622451753193802,0.0111730132279499,2,S,missing,CA,Miss,female,27.75,1.0,2.0,5.0,34651.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1894790256010808,1.0,0.3333333333333333,0.143789073117695,0.0006913203186264,3,S,missing,CA,Master,male,46.9,5.0,2.0,11.0,2144.0,test
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0292064343683439,0.0,0.0,0.293286219081272,0.0008606035123199,3,C,missing,missing,Mr,male,7.2292,0.0,0.0,22.0,2669.0,train
3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3232051609400099,0.0,0.0,0.5107366132101114,0.0366206302364934,1,Missing,B,missing,Miss,female,80.0,0.0,0.0,38.0,113572.0,train
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3372443851183415,0.2,0.0,0.6058711606414786,0.0119217286103429,1,S,C,missing,Mr,male,83.475,1.0,0.0,45.0,36973.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1127177998778284,0.6,0.3333333333333333,0.0486545256863278,0.1119165050146518,3,S,missing,missing,Master,male,27.9,3.0,2.0,4.0,347088.0,train
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1119938203173228,0.0,0.0,0.3979222295060997,0.0056766297618556,1,C,missing,PC,Mr,male,27.7208,0.0,0.0,29.69911764705882,17605.0,test
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.06159401553324,0.2,0.1666666666666666,0.3979222295060997,0.0008580239588922,3,C,missing,missing,Master,male,15.2458,1.0,1.0,29.69911764705882,2661.0,train
4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0424206773733763,0.0,0.0,0.3884207665126393,0.0094782466259441,2,S,F,CA,Mrs,female,10.5,0.0,0.0,29.0,29395.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032960058306211,0.0,0.0,0.2525142701821147,0.0011169466341986,3,S,missing,LOW,Mr,male,8.1583,0.0,0.0,19.0,3464.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0320175112556197,0.8,0.3333333333333333,0.2253329709160097,0.9999900042304676,3,S,missing,missing,Miss,female,7.925,4.0,2.0,17.0,3101281.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0349970588330354,0.4,0.0,0.3476488176134819,0.1016186052870527,3,S,missing,missing,Mr,male,8.6625,2.0,0.0,26.0,315151.0,test
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.4291927154117966,0.0106764491931156,2,S,missing,CA,Mr,male,10.5,0.0,0.0,32.0,33111.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1894790256010808,1.0,0.3333333333333333,0.2117423212829573,0.0006913203186264,3,S,missing,CA,Miss,female,46.9,5.0,2.0,16.0,2144.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2969447416136341,0.0,0.0,0.2796955694482196,0.0047976469313632,2,S,missing,SOC,Mr,male,73.5,0.0,0.0,21.0,14879.0,train
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0583959004657386,0.2,0.0,0.3476488176134819,0.000864150398283,3,C,missing,missing,Mr,male,14.4542,1.0,0.0,26.0,2680.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2282466766429326,0.0,0.0,0.4291927154117966,0.0005162331297205,3,S,missing,missing,Mr,male,56.4958,0.0,0.0,32.0,1601.0,train
2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0309064935148884,0.0,0.0,0.3340581679804295,0.1122502347393619,3,S,F,missing,Mr,male,7.65,0.0,0.0,25.0,348123.0,train
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0318995413718766,0.0,0.0,0.3979222295060997,0.1126000866729951,3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349208.0,test
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0325225193195884,0.0,0.0,0.3979222295060997,0.1208346661026043,3,S,missing,missing,Mr,male,8.05,0.0,0.0,29.69911764705882,374746.0,train
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1171618708407535,0.0,0.3333333333333333,0.0055721663495515,0.0802041200627347,2,S,missing,missing,Master,male,29.0,0.0,2.0,0.83,248738.0,train
3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0503998047840827,0.0,0.0,0.4020114161456917,0.1175360621569193,3,S,missing,missing,Miss,female,12.475,0.0,0.0,30.0,364516.0,test
