Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,Ticket_int,PassengerId,ReferenceDate,dataset,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,335677.0,33,1912-06,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973,0.10823709449420116
2,S,missing,CA,Mr,male,10.5,0.0,0.0,66.0,24579.0,34,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.8912748029355804,0.007925355462462338
1,C,missing,PC,Mr,male,82.1708,1.0,0.0,28.0,17604.0,35,1912-05,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33197533298211707,0.2,0.0,0.37483011687958684,0.0056763073176771634
1,S,missing,missing,Mr,male,52.0,1.0,0.0,42.0,113789.0,36,1912-07,test,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2100833546110064,0.2,0.0,0.5650992117423213,0.03669060062322011
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,29.69911764705882,2677.0,37,1912-06,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.39792222950609973,0.0008631830657476578
3,S,missing,A,Mr,male,8.05,0.0,0.0,21.0,52152.0,38,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.2796955694482196,0.016816108795245366
3,S,missing,missing,Miss,female,18.0,2.0,0.0,18.0,345764.0,39,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.07272116121150222,0.4,0.0,0.23892362054906222,0.11148958892236575
3,C,missing,missing,Miss,female,11.2417,1.0,0.0,14.0,2651.0,40,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04541719322174136,0.2,0.0,0.1845610220168524,0.0008547995171075983
3,S,missing,missing,Mrs,female,9.475,1.0,0.0,40.0,7546.0,41,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.03827961124883242,0.2,0.0,0.5379179124762163,0.0024331637706880185
2,S,missing,missing,Mrs,female,21.0,1.0,0.0,27.0,11668.0,42,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0848413547467526,0.2,0.0,0.3612394672465344,0.0037622786743159026
3,C,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349253.0,43,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973,0.11261459666102604
2,C,missing,SCParis,Miss,female,41.5792,1.0,2.0,3.0,2123.0,44,1912-06,train,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16798265034696075,0.2,0.3333333333333333,0.03506387605327535,0.0006845489908786991
3,Q,missing,missing,Miss,female,7.8792,0.0,0.0,19.0,330958.0,45,1912-07,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03183247630098157,0.0,0.0,0.2525142701821147,0.10671548041603038
3,S,missing,LOW,Mr,male,8.05,0.0,0.0,29.69911764705882,423567.0,46,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973,0.13657671333938667
3,Q,missing,missing,Mr,male,15.5,1.0,0.0,29.69911764705882,370371.0,47,1912-06,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.06262099993212691,0.2,0.0,0.39792222950609973,0.11942397282182508
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,14311.0,48,1912-06,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973,0.00461449863799579
3,C,missing,missing,Mr,male,21.6792,2.0,0.0,29.69911764705882,2662.0,49,1912-07,test,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.08758536656313329,0.4,0.0,0.39792222950609973,0.0008583464030707004
3,S,missing,missing,Mrs,female,17.8,1.0,0.0,18.0,349237.0,50,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0719131483091522,0.2,0.0,0.23892362054906222,0.11260943755417062
3,S,missing,missing,Master,male,39.6875,4.0,1.0,7.0,3101295.0,51,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.16034006031008302,0.8,0.16666666666666666,0.0894264745854852,0.9999945184489661
3,S,missing,A,Mr,male,7.8,0.0,0.0,21.0,439886.0,52,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.03151250319165096,0.0,0.0,0.2796955694482196,0.14183867988773782
1,C,D,PC,Mrs,female,76.7292,1.0,0.0,49.0,17572.0,53,1912-05,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3099909179349776,0.2,0.0,0.6602337591736885,0.005665989103966321
2,S,missing,missing,Mrs,female,26.0,1.0,0.0,29.0,2926.0,54,1912-07,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.2,0.0,0.3884207665126393,0.00094347166618515
1,C,B,missing,Mr,male,61.9792,0.0,1.0,65.0,113509.0,55,1912-07,test,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.25039996638666323,0.0,0.16666666666666666,0.8776841533025278,0.036600316253250234
1,S,C,missing,Mr,male,35.5,0.0,0.0,29.69911764705882,19947.0,56,1912-05,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.14342229016712937,0.0,0.0,0.39792222950609973,0.0064317940278179045
2,S,missing,CA,Miss,female,10.5,0.0,0.0,21.0,31026.0,57,1912-06,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0424206773733763,0.0,0.0,0.2796955694482196,0.010004153081018614
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,28.5,2697.0,58,1912-06,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.38162544169611307,0.0008696319493169342
2,S,missing,CA,Miss,female,27.75,1.0,2.0,5.0,34651.0,59,1912-04,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11211179020106593,0.2,0.3333333333333333,0.06224517531938027,0.011173013227949977
3,S,missing,CA,Master,male,46.9,5.0,2.0,11.0,2144.0,60,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1894790256010808,1.0,0.3333333333333333,0.14378907311769504,0.0006913203186264394
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,22.0,2669.0,61,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.29328621908127206,0.0008606035123199471
1,Missing,B,missing,Miss,female,80.0,0.0,0.0,38.0,113572.0,62,1912-05,train,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3232051609400099,0.0,0.0,0.5107366132101114,0.03662063023649346
1,S,C,missing,Mr,male,83.475,1.0,0.0,45.0,36973.0,63,1912-07,test,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.33724438511834154,0.2,0.0,0.6058711606414786,0.011921728610342977
3,S,missing,missing,Master,male,27.9,3.0,2.0,4.0,347088.0,64,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11271779987782844,0.6,0.3333333333333333,0.04865452568632781,0.11191650501465186
1,C,missing,PC,Mr,male,27.7208,0.0,0.0,29.69911764705882,17605.0,65,1912-07,test,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.11199382031732283,0.0,0.0,0.39792222950609973,0.005676629761855628
3,C,missing,missing,Master,male,15.2458,1.0,1.0,29.69911764705882,2661.0,66,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.06159401553324003,0.2,0.16666666666666666,0.39792222950609973,0.0008580239588922365
2,S,F,CA,Mrs,female,10.5,0.0,0.0,29.0,29395.0,67,1912-07,test,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0424206773733763,0.0,0.0,0.3884207665126393,0.009478246625944117
3,S,missing,LOW,Mr,male,8.1583,0.0,0.0,19.0,3464.0,68,1912-04,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032960058306211036,0.0,0.0,0.2525142701821147,0.0011169466341986874
3,S,missing,missing,Miss,female,7.925,4.0,2.0,17.0,3101281.0,69,1912-06,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.032017511255619725,0.8,0.3333333333333333,0.22533297091600976,0.9999900042304676
3,S,missing,missing,Mr,male,8.6625,2.0,0.0,26.0,315151.0,70,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034997058833035444,0.4,0.0,0.34764881761348193,0.1016186052870527
2,S,missing,CA,Mr,male,10.5,0.0,0.0,32.0,33111.0,71,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.42919271541179665,0.010676449193115688
3,S,missing,CA,Miss,female,46.9,5.0,2.0,16.0,2144.0,72,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1894790256010808,1.0,0.3333333333333333,0.21174232128295734,0.0006913203186264394
2,S,missing,SOC,Mr,male,73.5,0.0,0.0,21.0,14879.0,73,1912-05,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2969447416136341,0.0,0.0,0.2796955694482196,0.004797646931363243
3,C,missing,missing,Mr,male,14.4542,1.0,0.0,26.0,2680.0,74,1912-04,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.058395900465738636,0.2,0.0,0.34764881761348193,0.0008641503982830493
3,S,missing,missing,Mr,male,56.4958,0.0,0.0,32.0,1601.0,75,1912-05,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.22824667664293263,0.0,0.0,0.42919271541179665,0.0005162331297205827
3,S,F,missing,Mr,male,7.65,0.0,0.0,25.0,348123.0,76,1912-05,train,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.030906493514888445,0.0,0.0,0.3340581679804295,0.11225023473936192
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,349208.0,77,1912-07,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973,0.11260008667299518
