predict,p0,p1,Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,Survived
0,0.6863210848270305,0.3136789151729695,1,C,missing,PC,Mr,27.7208,0.0,0.0,29.69911764705882,17605.0,0
1,0.1993126754156136,0.8006873245843864,2,S,F,CA,Mrs,10.5,0.0,0.0,29.0,29395.0,1
0,0.8907431525756779,0.109256847424322,3,S,missing,missing,Mr,8.6625,2.0,0.0,26.0,315151.0,0
0,0.8890393176628374,0.1109606823371625,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349208.0,0
0,0.5531398001955765,0.4468601998044235,3,S,missing,missing,Miss,12.475,0.0,0.0,30.0,364516.0,1
0,0.5033119349400745,0.4966880650599254,3,Q,missing,missing,Miss,7.7875,0.0,0.0,29.69911764705882,330932.0,1
0,0.5408184081110083,0.4591815918889916,3,S,missing,missing,Mrs,15.85,3.0,0.0,33.0,3101278.0,1
0,0.8930315562510519,0.1069684437489481,3,S,missing,SOTONOQ,Mr,8.05,0.0,0.0,29.69911764705882,392086.0,0
0,0.8882772869537698,0.1117227130462302,3,S,missing,missing,Mr,8.05,0.0,0.0,29.0,343276.0,0
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.8542,0.0,0.0,20.0,347466.0,0
0,0.8400033541766257,0.1599966458233742,3,S,missing,CA,Mr,20.575,1.0,2.0,26.0,2315.0,0
1,0.394792811262098,0.605207188737902,1,C,D,PC,Mr,63.3583,0.0,1.0,23.0,17759.0,1
0,0.8865484699825138,0.1134515300174862,3,S,missing,missing,Mr,7.8958,0.0,0.0,38.0,349249.0,0
0,0.484444954011657,0.515555045988343,1,S,D,missing,Mr,77.2875,0.0,1.0,54.0,35281.0,0
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,370372.0,0
0,0.8393475782195043,0.1606524217804956,3,S,missing,CA,Mr,7.1417,0.0,0.0,24.0,17369.0,1
0,0.8786215141603607,0.1213784858396392,3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,20.0,3101307.0,0
1,0.3120720844546317,0.6879279155453683,2,S,missing,missing,Mrs,26.0,1.0,0.0,29.0,228414.0,1
1,0.424896085946007,0.575103914053993,1,C,B,PC,Mr,79.2,0.0,0.0,24.0,17593.0,0
0,0.8330205305173881,0.1669794694826119,3,Q,missing,missing,Mr,6.75,0.0,0.0,19.0,365222.0,0
0,0.4950024514872316,0.5049975485127683,3,S,missing,WC,Miss,34.375,2.0,2.0,9.0,6608.0,0
0,0.6405705399941443,0.3594294600058557,2,S,F,missing,Mr,26.0,0.0,2.0,36.5,230080.0,0
0,0.8285800782729316,0.1714199217270684,2,S,missing,LOW,LOW,12.525,0.0,0.0,51.0,1166.0,0
0,0.8676699224240747,0.1323300775759253,3,S,missing,A,Mr,14.5,0.0,2.0,40.5,5851.0,0
0,0.579437182773931,0.420562817226069,1,C,missing,PC,Mr,61.3792,0.0,1.0,51.0,17597.0,0
0,0.6373912367993703,0.3626087632006297,3,S,missing,missing,Mrs,27.9,1.0,4.0,45.0,347088.0,0
0,0.8651583051815872,0.1348416948184128,3,S,missing,STONO,Mr,7.925,0.0,0.0,21.0,23101280.0,0
0,0.519702910445407,0.4802970895545931,3,S,missing,missing,Master,25.4667,3.0,1.0,29.69911764705882,4133.0,0
0,0.7309792703001966,0.2690207296998034,2,C,missing,SCPARIS,Mr,15.05,0.0,0.0,29.69911764705882,2131.0,0
1,0.2060401160349589,0.793959883965041,2,S,F,missing,Master,39.0,2.0,1.0,1.0,230136.0,1
0,0.6338224989316812,0.3661775010683188,1,S,A,missing,Mr,50.0,0.0,0.0,29.69911764705882,113767.0,0
0,0.7735554542675325,0.2264445457324675,1,S,missing,missing,Mr,26.55,0.0,0.0,45.0,111428.0,1
1,0.3110875406721558,0.6889124593278442,2,S,missing,missing,Mrs,13.0,0.0,0.0,32.0,234604.0,1
0,0.5033119349400745,0.4966880650599254,3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,370370.0,1
0,0.8865484699825138,0.1134515300174862,3,S,missing,missing,Mr,6.4958,0.0,0.0,34.0,3101264.0,0
0,0.8408244242170474,0.1591755757829526,3,S,missing,A,Mr,8.05,0.0,0.0,18.0,53540.0,1
0,0.8728506062480126,0.1271493937519874,3,S,missing,missing,Mr,8.05,0.0,0.0,51.0,21440.0,0
0,0.8786215141603607,0.1213784858396392,3,S,missing,A,Mr,7.25,0.0,0.0,20.5,521173.0,0
0,0.5282572328184642,0.4717427671815358,3,S,missing,missing,Miss,25.4667,3.0,1.0,29.69911764705882,4133.0,0
0,0.7675890114174149,0.2324109885825852,2,S,missing,CA,Mr,10.5,0.0,0.0,24.0,29566.0,0
0,0.7949143002506434,0.2050856997493566,2,S,missing,WC,Mr,10.5,0.0,0.0,29.0,14263.0,0
0,0.8890393176628374,0.1109606823371625,3,S,missing,missing,Mr,7.25,0.0,0.0,29.69911764705882,362316.0,0
1,0.4335795500650202,0.5664204499349798,3,C,missing,missing,Mrs,15.2458,0.0,2.0,29.0,2650.0,1
1,0.1978919300215375,0.8021080699784625,1,C,missing,PC,Miss,512.3292,0.0,0.0,35.0,17755.0,1
0,0.6192742220575349,0.3807257779424651,1,S,B,missing,Mr,0.0,0.0,0.0,40.0,112059.0,0
0,0.5033119349400745,0.4966880650599254,3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,382649.0,0
0,0.8857853715475401,0.1142146284524599,3,S,missing,missing,Mr,7.775,1.0,0.0,25.0,347083.0,1
0,0.801378210203819,0.1986217897961809,2,S,missing,missing,Mr,0.0,0.0,0.0,29.69911764705882,239853.0,0
0,0.5411080148915564,0.4588919851084436,3,Q,missing,missing,Master,29.125,4.0,1.0,7.0,382652.0,0
0,0.8687109571150976,0.1312890428849024,3,Q,missing,missing,Mr,7.75,0.0,0.0,65.0,336439.0,0
0,0.6830739294946525,0.3169260705053475,1,S,A,missing,Mr,26.0,0.0,0.0,29.69911764705882,113056.0,0
0,0.8305969736706331,0.1694030263293668,2,S,missing,missing,Mr,13.0,0.0,0.0,42.0,237798.0,1
1,0.424769010295248,0.575230989704752,3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,9234.0,1
0,0.8690617257772236,0.1309382742227764,3,S,missing,A,Mr,8.05,0.0,0.0,29.69911764705882,52466.0,0
1,0.1449339739565603,0.8550660260434396,1,C,E,missing,Mrs,134.5,1.0,1.0,40.0,16966.0,1
0,0.5768447845121412,0.4231552154878588,3,S,missing,missing,Mrs,20.525,1.0,1.0,31.0,363291.0,1
1,0.1412830732949211,0.8587169267050788,1,C,B,missing,Miss,57.9792,0.0,1.0,16.0,111361.0,1
0,0.8366037656597665,0.1633962343402335,3,S,missing,missing,Mr,9.225,0.0,0.0,23.0,7267.0,0
1,0.1513271330562092,0.8486728669437907,1,S,E,missing,Miss,55.0,0.0,1.0,22.0,113505.0,1
1,0.3184850111910793,0.6815149888089207,2,S,missing,missing,Miss,13.0,0.0,0.0,38.0,237671.0,0
0,0.5033119349400745,0.4966880650599254,3,Q,missing,missing,Miss,7.8792,0.0,0.0,29.69911764705882,330980.0,1
0,0.8835438969901114,0.1164561030098886,3,S,missing,missing,Mr,27.9,1.0,4.0,40.0,347088.0,0
0,0.5199964620708577,0.4800035379291422,3,C,missing,missing,Mrs,14.4542,0.0,1.0,45.0,2691.0,0
1,0.1660443490842519,0.8339556509157481,1,C,D,missing,Mrs,75.25,1.0,0.0,60.0,110813.0,1
1,0.424769010295248,0.575230989704752,3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,14313.0,1
1,0.3874716530251763,0.6125283469748237,1,C,C,missing,Mr,211.5,0.0,2.0,27.0,113503.0,0
0,0.7773469928767098,0.2226530071232901,3,C,missing,missing,Mr,4.0125,0.0,0.0,20.0,2648.0,0
0,0.8820709675935673,0.1179290324064327,3,S,missing,STONO,Mr,7.925,0.0,0.0,32.0,23101293.0,0
0,0.4864313615782473,0.5135686384217527,3,S,missing,CA,Master,46.9,5.0,2.0,1.0,2144.0,0
0,0.4583417376195959,0.541658262380404,1,S,B,missing,Mr,120.0,1.0,2.0,36.0,113760.0,1
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.7958,0.0,0.0,21.0,350034.0,1
1,0.1280817130902853,0.8719182869097146,1,C,D,missing,Miss,113.275,1.0,0.0,23.0,35273.0,1
1,0.3066044447623517,0.6933955552376483,2,S,missing,missing,Master,18.75,1.0,1.0,3.0,29106.0,1
0,0.8890393176628374,0.1109606823371625,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349222.0,0
0,0.894710777448533,0.1052892225514669,3,S,missing,STONO,Mr,7.925,0.0,0.0,44.0,23101269.0,1
1,0.308693559676958,0.691306440323042,2,S,missing,missing,Miss,13.0,0.0,2.0,18.0,250652.0,1
0,0.8012164572899891,0.1987835427100108,2,S,missing,missing,Mr,13.0,0.0,0.0,30.0,28228.0,0
0,0.8563834466446777,0.1436165533553223,3,C,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349254.0,0
0,0.6160290881070751,0.3839709118929248,1,S,C,missing,Mr,26.55,0.0,0.0,28.0,110564.0,1
1,0.3671444676580752,0.6328555323419248,2,S,missing,SCAH,Mrs,26.0,1.0,0.0,42.0,3085.0,1
0,0.8701834388972605,0.1298165611027395,3,S,missing,STONO,Mr,7.125,0.0,0.0,17.0,23101274.0,0
0,0.5423321093993283,0.4576678906006716,1,S,E,missing,Mr,55.9,1.0,0.0,50.0,13507.0,0
1,0.3066044447623517,0.6933955552376483,2,S,missing,missing,Mrs,18.75,2.0,3.0,24.0,29106.0,1
0,0.7908077055874941,0.2091922944125058,2,S,missing,CA,Mr,10.5,0.0,0.0,31.0,18723.0,0
0,0.8857853715475401,0.1142146284524599,3,S,missing,missing,Mr,7.775,1.0,0.0,25.0,347076.0,0
0,0.8141441149096915,0.1858558850903085,2,S,missing,missing,Ms,13.0,0.0,0.0,28.0,230434.0,1
0,0.4368263861249805,0.5631736138750195,3,C,missing,missing,Miss,19.2583,2.0,1.0,5.0,2666.0,1
0,0.8737908591687433,0.1262091408312566,3,S,missing,missing,Mr,19.9667,1.0,0.0,29.69911764705882,65303.0,0
0,0.8692185709212664,0.1307814290787336,3,S,missing,LOW,Mr,8.05,0.0,0.0,29.69911764705882,2816.0,0
0,0.7735554542675325,0.2264445457324675,1,S,missing,missing,Mr,26.55,0.0,0.0,56.0,113792.0,0
0,0.8155593212755399,0.1844406787244601,3,Q,missing,missing,Mr,7.725,0.0,0.0,29.69911764705882,36209.0,0
0,0.8914771850008452,0.1085228149991547,3,S,missing,missing,Mr,8.6625,0.0,0.0,38.0,315089.0,0
0,0.5408068193487328,0.4591931806512672,3,S,missing,missing,Mrs,9.5875,0.0,0.0,63.0,4134.0,1
0,0.8906193005191462,0.1093806994808538,3,S,missing,A,Mr,8.05,0.0,0.0,30.0,518509.0,0
0,0.4733210997758076,0.5266789002241924,3,S,missing,CA,Master,15.9,1.0,1.0,9.0,37671.0,1
0,0.6603692098363081,0.3396307901636918,1,S,C,missing,Mr,30.5,0.0,0.0,55.0,113787.0,0
0,0.8777977725827583,0.1222022274172417,3,S,missing,A,Mr,8.05,0.0,0.0,21.0,445380.0,0
1,0.1639358538444725,0.8360641461555275,1,C,D,missing,Miss,78.2667,1.0,0.0,54.0,36947.0,1
0,0.8648870729109542,0.1351129270890458,3,S,missing,CA,Mr,15.1,0.0,0.0,29.69911764705882,6212.0,0
0,0.5033119349400745,0.4966880650599254,3,Q,missing,missing,Miss,7.6292,0.0,0.0,29.69911764705882,330909.0,0
0,0.4935835538636395,0.5064164461363605,3,S,missing,missing,Miss,9.5875,0.0,0.0,37.0,4135.0,0
1,0.302432957848479,0.697567042151521,2,S,missing,missing,Mrs,26.0,0.0,2.0,33.0,26360.0,1
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.0,382651.0,1
0,0.8930315562510519,0.1069684437489481,3,S,missing,SOTONOQ,Mr,8.05,0.0,0.0,29.69911764705882,3101316.0,0
0,0.6141482423311984,0.3858517576688016,1,S,E,PC,Mr,26.2875,0.0,0.0,36.0,17473.0,1
0,0.6499509976089286,0.3500490023910714,1,S,D,missing,Mr,34.0208,0.0,0.0,47.0,36967.0,0
0,0.8865484699825138,0.1134515300174862,3,S,missing,missing,Mr,7.8958,0.0,0.0,32.0,349242.0,0
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.8958,0.0,0.0,22.0,349252.0,0
0,0.8820709675935673,0.1179290324064327,3,S,missing,missing,Mr,7.925,0.0,0.0,39.0,3101296.0,0
0,0.81855978079699,0.18144021920301,3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2641.0,0
1,0.4312542167704518,0.5687457832295482,3,C,missing,missing,Mrs,22.3583,0.0,2.0,29.69911764705882,2668.0,1
1,0.2993065324587924,0.7006934675412075,2,S,missing,FCC,Miss,26.25,0.0,2.0,7.0,13529.0,1
1,0.1551153491383088,0.8448846508616912,1,C,B,missing,Miss,49.5,0.0,2.0,22.0,13568.0,1
0,0.8001152824199544,0.1998847175800455,2,S,missing,missing,Mr,26.0,1.0,0.0,32.0,2908.0,1
0,0.8832749575619666,0.1167250424380333,3,S,missing,missing,Mr,20.525,1.0,1.0,33.0,363291.0,0
0,0.5408184081110083,0.4591815918889916,3,S,missing,missing,Mrs,17.4,1.0,0.0,36.0,345572.0,1
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.8958,0.0,0.0,19.0,349205.0,0
0,0.5540815038819096,0.4459184961180904,3,S,missing,missing,Mrs,21.075,0.0,4.0,29.0,349909.0,0
0,0.8865484699825138,0.1134515300174862,3,S,missing,missing,Mr,7.8542,0.0,0.0,32.0,350417.0,1
1,0.3184850111910793,0.6815149888089207,2,S,missing,missing,Miss,13.0,0.0,0.0,34.0,243880.0,1
0,0.4497494910058305,0.5502505089941695,3,C,missing,missing,Mrs,14.4583,1.0,0.0,29.69911764705882,2689.0,0
0,0.8239288319563361,0.1760711680436638,3,C,missing,missing,Mr,8.7125,0.0,0.0,29.69911764705882,3411.0,0
0,0.4501329340916764,0.5498670659083236,1,C,B,missing,Mr,79.2,1.0,1.0,60.0,13567.0,1
1,0.1592890874762054,0.8407109125237946,1,C,D,missing,Mrs,78.2667,1.0,0.0,52.0,36947.0,1
0,0.7968854933068336,0.2031145066931664,2,S,missing,SCAH,Mr,26.0,1.0,0.0,37.0,29037.0,0
0,0.7332366940153019,0.266763305984698,1,S,missing,missing,Mr,42.4,0.0,0.0,29.69911764705882,113796.0,0
0,0.6857378081818036,0.3142621918181963,1,C,missing,missing,Mr,26.55,0.0,0.0,35.0,111426.0,1
0,0.506988465665901,0.493011534334099,3,Q,missing,missing,Miss,15.5,1.0,0.0,29.69911764705882,367230.0,1
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,370377.0,0
0,0.8162831308763828,0.1837168691236171,3,C,missing,missing,Mr,14.4542,1.0,0.0,27.0,2659.0,0
0,0.7906447362774698,0.2093552637225301,3,C,missing,missing,Mr,15.7417,1.0,1.0,20.0,2653.0,1
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.8542,0.0,0.0,21.0,350029.0,0
0,0.8382277350070194,0.1617722649929805,3,S,missing,missing,Mr,16.1,0.0,0.0,21.0,54636.0,0
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.7333,0.0,0.0,29.69911764705882,334912.0,0
0,0.700708430862218,0.299291569137782,1,S,A,missing,Mr,30.0,0.0,0.0,80.0,27042.0,1
0,0.5164434958398738,0.4835565041601262,1,C,B,missing,Dr,30.5,0.0,0.0,32.0,13214.0,1
1,0.326015332669494,0.673984667330506,2,S,missing,missing,Miss,13.0,0.0,0.0,28.0,237668.0,1
0,0.5764076664643591,0.4235923335356408,3,S,missing,missing,Miss,27.9,3.0,2.0,2.0,347088.0,0
0,0.4368263861249805,0.5631736138750195,3,C,missing,missing,Miss,19.2583,2.0,1.0,0.75,2666.0,1
0,0.6468699577261463,0.3531300422738537,1,C,A,missing,Col,35.5,0.0,0.0,56.0,13213.0,1
0,0.8304606001270647,0.1695393998729352,3,S,missing,missing,Mr,8.4333,0.0,0.0,21.0,8475.0,0
0,0.6983318000629726,0.3016681999370275,2,S,missing,SOC,Mr,73.5,2.0,0.0,24.0,14879.0,0
0,0.4395240485291851,0.5604759514708149,1,C,D,missing,Mr,113.275,0.0,2.0,58.0,35273.0,0
0,0.8749109892627189,0.1250890107372811,3,S,missing,A,Mr,8.05,0.0,0.0,43.0,53536.0,0
0,0.8112620124387945,0.1887379875612055,2,S,missing,CA,Mr,10.5,0.0,0.0,70.0,24580.0,0
0,0.8693109497220891,0.1306890502779108,3,S,missing,missing,Mr,8.05,0.0,0.0,24.5,342826.0,0
0,0.4352154085076493,0.5647845914923507,3,S,missing,missing,Miss,9.8417,0.0,0.0,18.0,4138.0,1
0,0.8764388720555868,0.1235611279444131,3,S,missing,missing,Mr,39.6875,4.0,1.0,14.0,3101295.0,0
1,0.1489418174388849,0.8510581825611151,1,S,B,missing,Miss,211.3375,0.0,1.0,15.0,24160.0,1
0,0.5150805074632363,0.4849194925367637,3,C,missing,missing,Miss,13.4167,0.0,1.0,4.0,349256.0,1
0,0.6141482423311984,0.3858517576688016,1,S,E,PC,Mr,26.2875,0.0,0.0,35.0,17475.0,1
0,0.78198875821108,0.2180112417889199,2,S,missing,missing,Mr,26.0,0.0,0.0,39.0,250655.0,0
0,0.648035126994925,0.3519648730050749,1,S,C,missing,Mr,52.0,1.0,0.0,48.0,19996.0,1
0,0.8305969736706331,0.1694030263293668,2,S,missing,missing,Mr,13.0,0.0,0.0,52.0,250647.0,0
0,0.8260259636934185,0.1739740363065815,3,S,F,missing,Mr,7.65,0.0,0.0,19.0,348124.0,0
0,0.507258147350021,0.492741852649979,1,S,E,missing,Mr,53.1,1.0,0.0,27.0,113806.0,1
1,0.1379444378185848,0.8620555621814152,1,S,B,missing,Miss,211.3375,0.0,0.0,29.0,24160.0,1
0,0.7817687528491579,0.218231247150842,2,S,missing,missing,Mr,13.0,0.0,0.0,23.0,233639.0,0
0,0.8890393176628374,0.1109606823371625,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349218.0,0
0,0.6084888053525288,0.3915111946474712,1,S,D,missing,Mr,30.0,0.0,0.0,29.69911764705882,16988.0,1
0,0.8945212824040127,0.1054787175959872,3,S,missing,missing,Mr,16.1,1.0,0.0,24.0,376566.0,0
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.75,0.0,0.0,31.0,335097.0,0
0,0.8901755765146718,0.1098244234853281,3,S,missing,missing,Mr,9.5,0.0,0.0,33.0,345780.0,0
0,0.4757873142821635,0.5242126857178365,1,S,B,missing,Countess,86.5,0.0,0.0,33.0,110152.0,1
1,0.2577116244448848,0.7422883755551152,2,S,E,LOW,Mrs,10.5,0.0,0.0,57.0,3.0,0
1,0.38579965996411,0.61420034003589,2,S,missing,missing,Mrs,23.0,1.0,3.0,54.0,29105.0,1
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.75,0.0,0.0,18.0,347078.0,0
0,0.5140944888096106,0.4859055111903893,3,S,missing,missing,Miss,12.475,0.0,0.0,5.0,364516.0,1
0,0.6129333495791579,0.3870666504208421,1,S,D,missing,Mr,30.0,0.0,0.0,29.0,113501.0,0
0,0.4851738814408729,0.5148261185591271,3,S,missing,CA,Master,20.575,1.0,2.0,1.0,2315.0,1
0,0.8155593212755399,0.1844406787244601,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,12460.0,0
0,0.8083140520544361,0.1916859479455639,2,S,missing,missing,Mr,13.0,0.0,0.0,34.0,250647.0,0
0,0.7826160072129266,0.2173839927870734,2,S,missing,missing,Mr,10.5,0.0,0.0,35.0,28206.0,0
0,0.6251520078993513,0.3748479921006487,1,S,B,missing,Mr,0.0,0.0,0.0,29.69911764705882,112058.0,0
0,0.5680124640720912,0.4319875359279088,3,S,missing,missing,Master,27.9,3.0,2.0,10.0,347088.0,0
0,0.8757234443769621,0.1242765556230378,3,S,missing,missing,Mr,8.6625,0.0,0.0,27.0,315098.0,1
0,0.7561556427305346,0.2438443572694654,1,S,missing,missing,LOW,0.0,0.0,0.0,38.0,19972.0,0
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,6.95,0.0,0.0,29.69911764705882,368323.0,0
0,0.8563834466446777,0.1436165533553223,3,Q,missing,missing,Mr,7.75,0.0,0.0,29.69911764705882,367228.0,1
1,0.3066044447623517,0.6933955552376483,2,S,missing,missing,Master,18.75,1.0,1.0,0.83,29106.0,1
0,0.81855978079699,0.18144021920301,3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2671.0,0
0,0.8304606001270647,0.1695393998729352,3,S,missing,missing,Mr,8.3,0.0,0.0,18.0,2223.0,0
1,0.1550675788977984,0.8449324211022016,1,C,E,PC,Miss,83.1583,1.0,1.0,39.0,17756.0,1
0,0.7638292508572397,0.2361707491427602,3,S,missing,missing,Mr,56.4958,0.0,0.0,32.0,1601.0,1
0,0.8563834466446777,0.1436165533553223,3,C,missing,missing,Mr,7.8958,0.0,0.0,35.0,349213.0,0
0,0.7335700625920255,0.2664299374079745,2,S,missing,missing,LOW,33.0,0.0,1.0,28.0,248727.0,0
0,0.5680124640720912,0.4319875359279088,3,S,missing,missing,Master,31.275,4.0,2.0,4.0,347082.0,0
1,0.1967108820676522,0.8032891179323478,1,S,D,PC,Miss,39.4,0.0,1.0,16.0,17592.0,1
1,0.3913802565336401,0.6086197434663598,3,C,missing,missing,Mrs,19.2583,0.0,3.0,24.0,2666.0,1
0,0.8011800224322576,0.1988199775677424,2,S,missing,missing,Mr,11.5,1.0,0.0,21.0,28134.0,0
1,0.2317244559720012,0.7682755440279988,1,S,D,missing,Mrs,25.9292,0.0,0.0,48.0,17466.0,1
0,0.8925964379203342,0.1074035620796658,3,S,missing,missing,Mr,9.5,0.0,0.0,29.69911764705882,345777.0,0
0,0.8701834388972605,0.1298165611027395,3,S,missing,missing,Mr,7.8958,0.0,0.0,26.0,349248.0,0
0,0.8995551008147952,0.1004448991852048,3,S,missing,missing,Mr,9.0,0.0,0.0,47.0,345765.0,0
1,0.3674681838192619,0.6325318161807381,3,C,missing,missing,Miss,7.225,0.0,0.0,15.0,2667.0,1
0,0.8366037656597665,0.1633962343402335,3,S,missing,missing,Mr,9.8458,0.0,0.0,20.0,7534.0,0
0,0.8890393176628374,0.1109606823371625,3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349217.0,0
0,0.8865484699825138,0.1134515300174862,3,S,missing,missing,Mr,7.8958,0.0,0.0,33.0,349257.0,0
0,0.5493714806203811,0.4506285193796189,1,C,C,missing,Mr,30.0,0.0,0.0,26.0,111369.0,1
