Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Sex,Fare,SibSp,Parch,Age_Mean,PassengerId,ReferenceDate,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,dummy_Sex_male,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean
1,S,C,missing,Miss,female,26.55,0.0,0.0,58.0,12,1912-04,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10726371278696578,0.0,0.0,0.7825496058711606
3,S,missing,A,Mr,male,8.05,0.0,0.0,20.0,13,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.26610491981516715
3,S,missing,missing,Mr,male,31.275,1.0,5.0,39.0,14,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1263530176049851,0.2,0.8333333333333334,0.5243272628431639
3,S,missing,missing,Miss,female,7.8542,0.0,0.0,14.0,15,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03173147468818782,0.0,0.0,0.1845610220168524
2,S,missing,missing,Mrs,female,16.0,0.0,0.0,55.0,16,1912-07,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06464103218800198,0.0,0.0,0.7417776569720033
3,Q,missing,missing,Master,male,29.125,4.0,1.0,2.0,17,1912-06,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11766687890472234,0.8,0.16666666666666666,0.02147322642022289
2,S,missing,missing,Mr,male,13.0,0.0,0.0,29.69911764705882,18,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mrs,female,18.0,1.0,0.0,31.0,19,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07272116121150222,0.2,0.0,0.4156020657787442
3,C,missing,missing,Mrs,female,7.225,0.0,0.0,29.69911764705882,20,1912-06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.02918946609739464,0.0,0.0,0.39792222950609973
2,S,missing,missing,Mr,male,26.0,0.0,0.0,35.0,21,1912-04,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1050416773055032,0.0,0.0,0.46996466431095407
2,S,D,missing,Mr,male,13.0,0.0,0.0,34.0,22,1912-04,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0525208386527516,0.0,0.0,0.4563740146779016
3,Q,missing,missing,Miss,female,8.0292,0.0,0.0,15.0,23,1912-04,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03243848597774409,0.0,0.0,0.19815167164990488
1,S,A,missing,Mr,male,35.5,0.0,0.0,28.0,24,1912-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.14342229016712937,0.0,0.0,0.37483011687958684
3,S,missing,missing,Miss,female,21.075,3.0,1.0,8.0,25,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.08514435958513385,0.6,0.16666666666666666,0.10301712421853765
3,S,missing,missing,Mrs,female,31.3875,1.0,5.0,38.0,26,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.126807524862557,0.2,0.8333333333333334,0.5107366132101114
3,C,missing,missing,Mr,male,7.225,0.0,0.0,29.69911764705882,27,1912-07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02918946609739464,0.0,0.0,0.39792222950609973
3,Q,missing,missing,Miss,female,7.8792,0.0,0.0,29.69911764705882,29,1912-05,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03183247630098157,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,30,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973
1,C,missing,PC,LOW,male,27.7208,0.0,0.0,40.0,31,1912-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.11199382031732283,0.0,0.0,0.5379179124762163
1,C,B,PC,Mrs,female,146.5208,1.0,0.0,29.69911764705882,32,1912-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5919534843132376,0.2,0.0,0.39792222950609973
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,33,1912-06,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973
2,S,missing,CA,Mr,male,10.5,0.0,0.0,66.0,34,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.8912748029355804
1,C,missing,PC,Mr,male,82.1708,1.0,0.0,28.0,35,1912-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33197533298211707,0.2,0.0,0.37483011687958684
1,S,missing,missing,Mr,male,52.0,1.0,0.0,42.0,36,1912-07,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2100833546110064,0.2,0.0,0.5650992117423213
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,29.69911764705882,37,1912-06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.39792222950609973
3,S,missing,A,Mr,male,8.05,0.0,0.0,21.0,38,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.2796955694482196
3,S,missing,missing,Miss,female,18.0,2.0,0.0,18.0,39,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.07272116121150222,0.4,0.0,0.23892362054906222
3,C,missing,missing,Miss,female,11.2417,1.0,0.0,14.0,40,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04541719322174136,0.2,0.0,0.1845610220168524
3,S,missing,missing,Mrs,female,9.475,1.0,0.0,40.0,41,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.03827961124883242,0.2,0.0,0.5379179124762163
2,S,missing,missing,Mrs,female,21.0,1.0,0.0,27.0,42,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0848413547467526,0.2,0.0,0.3612394672465344
3,C,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,43,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973
2,C,missing,SCParis,Miss,female,41.5792,1.0,2.0,3.0,44,1912-06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16798265034696075,0.2,0.3333333333333333,0.03506387605327535
3,Q,missing,missing,Miss,female,7.8792,0.0,0.0,19.0,45,1912-07,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03183247630098157,0.0,0.0,0.2525142701821147
3,S,missing,LOW,Mr,male,8.05,0.0,0.0,29.69911764705882,46,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973
3,Q,missing,missing,Mr,male,15.5,1.0,0.0,29.69911764705882,47,1912-06,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.06262099993212691,0.2,0.0,0.39792222950609973
3,Q,missing,missing,Miss,female,7.75,0.0,0.0,29.69911764705882,48,1912-06,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03131049996606346,0.0,0.0,0.39792222950609973
3,C,missing,missing,Mr,male,21.6792,2.0,0.0,29.69911764705882,49,1912-07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.08758536656313329,0.4,0.0,0.39792222950609973
3,S,missing,missing,Mrs,female,17.8,1.0,0.0,18.0,50,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0719131483091522,0.2,0.0,0.23892362054906222
3,S,missing,missing,Master,male,39.6875,4.0,1.0,7.0,51,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.16034006031008302,0.8,0.16666666666666666,0.0894264745854852
3,S,missing,A,Mr,male,7.8,0.0,0.0,21.0,52,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.03151250319165096,0.0,0.0,0.2796955694482196
1,C,D,PC,Mrs,female,76.7292,1.0,0.0,49.0,53,1912-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3099909179349776,0.2,0.0,0.6602337591736885
2,S,missing,missing,Mrs,female,26.0,1.0,0.0,29.0,54,1912-07,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1050416773055032,0.2,0.0,0.3884207665126393
1,C,B,missing,Mr,male,61.9792,0.0,1.0,65.0,55,1912-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.25039996638666323,0.0,0.16666666666666666,0.8776841533025278
1,S,C,missing,Mr,male,35.5,0.0,0.0,29.69911764705882,56,1912-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.14342229016712937,0.0,0.0,0.39792222950609973
2,S,missing,CA,Miss,female,10.5,0.0,0.0,21.0,57,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0424206773733763,0.0,0.0,0.2796955694482196
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,28.5,58,1912-06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.38162544169611307
2,S,missing,CA,Miss,female,27.75,1.0,2.0,5.0,59,1912-04,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11211179020106593,0.2,0.3333333333333333,0.06224517531938027
3,S,missing,CA,Master,male,46.9,5.0,2.0,11.0,60,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1894790256010808,1.0,0.3333333333333333,0.14378907311769504
3,C,missing,missing,Mr,male,7.2292,0.0,0.0,22.0,61,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.02920643436834399,0.0,0.0,0.29328621908127206
1,Missing,B,missing,Miss,female,80.0,0.0,0.0,38.0,62,1912-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3232051609400099,0.0,0.0,0.5107366132101114
1,S,C,missing,Mr,male,83.475,1.0,0.0,45.0,63,1912-07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.33724438511834154,0.2,0.0,0.6058711606414786
3,S,missing,missing,Master,male,27.9,3.0,2.0,4.0,64,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11271779987782844,0.6,0.3333333333333333,0.04865452568632781
1,C,missing,PC,Mr,male,27.7208,0.0,0.0,29.69911764705882,65,1912-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.11199382031732283,0.0,0.0,0.39792222950609973
3,C,missing,missing,Master,male,15.2458,1.0,1.0,29.69911764705882,66,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.06159401553324003,0.2,0.16666666666666666,0.39792222950609973
2,S,F,CA,Mrs,female,10.5,0.0,0.0,29.0,67,1912-07,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0424206773733763,0.0,0.0,0.3884207665126393
3,S,missing,LOW,Mr,male,8.1583,0.0,0.0,19.0,68,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.032960058306211036,0.0,0.0,0.2525142701821147
3,S,missing,missing,Miss,female,7.925,4.0,2.0,17.0,69,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.032017511255619725,0.8,0.3333333333333333,0.22533297091600976
3,S,missing,missing,Mr,male,8.6625,2.0,0.0,26.0,70,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.034997058833035444,0.4,0.0,0.34764881761348193
2,S,missing,CA,Mr,male,10.5,0.0,0.0,32.0,71,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0424206773733763,0.0,0.0,0.42919271541179665
3,S,missing,CA,Miss,female,46.9,5.0,2.0,16.0,72,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1894790256010808,1.0,0.3333333333333333,0.21174232128295734
2,S,missing,SOC,Mr,male,73.5,0.0,0.0,21.0,73,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2969447416136341,0.0,0.0,0.2796955694482196
3,C,missing,missing,Mr,male,14.4542,1.0,0.0,26.0,74,1912-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.058395900465738636,0.2,0.0,0.34764881761348193
3,S,missing,missing,Mr,male,56.4958,0.0,0.0,32.0,75,1912-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.22824667664293263,0.0,0.0,0.42919271541179665
3,S,F,missing,Mr,male,7.65,0.0,0.0,25.0,76,1912-05,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.030906493514888445,0.0,0.0,0.3340581679804295
3,S,missing,missing,Mr,male,7.8958,0.0,0.0,29.69911764705882,77,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03189954137187662,0.0,0.0,0.39792222950609973
3,S,missing,missing,Mr,male,8.05,0.0,0.0,29.69911764705882,78,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.032522519319588494,0.0,0.0,0.39792222950609973
2,S,missing,missing,Master,male,29.0,0.0,2.0,0.83,79,1912-06,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.11716187084075358,0.0,0.3333333333333333,0.005572166349551508
3,S,missing,missing,Miss,female,12.475,0.0,0.0,30.0,80,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.05039980478408279,0.0,0.0,0.40201141614569175
3,S,missing,missing,Mr,male,9.0,0.0,0.0,22.0,81,1912-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.03636058060575111,0.0,0.0,0.29328621908127206
3,S,missing,missing,Mr,male,9.5,0.0,0.0,29.0,82,1912-04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.038380612861626175,0.0,0.0,0.3884207665126393
3,Q,missing,missing,Miss,female,7.7875,0.0,0.0,29.69911764705882,83,1912-07,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03146200238525409,0.0,0.0,0.39792222950609973
1,S,missing,missing,Mr,male,47.1,0.0,0.0,28.0,84,1912-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.19028703850343082,0.0,0.0,0.37483011687958684
2,S,missing,SOC,Miss,female,10.5,0.0,0.0,17.0,85,1912-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0424206773733763,0.0,0.0,0.22533297091600976
3,S,missing,missing,Mrs,female,15.85,3.0,0.0,33.0,86,1912-07,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06403502251123945,0.6,0.0,0.4427833650448491
