predict,p0,p1,Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,Survived
1,0.0843233148558655,0.9156766851441344,1,C,D,nan,Miss,113,1,0,23,35273,1
1,0.1469175361319795,0.8530824638680204,2,S,missing,nan,Master,18,1,1,3,29106,1
0,0.8614577259160694,0.1385422740839306,3,S,missing,nan,Mr,7,0,0,29,349222,0
0,0.7303601995015976,0.2696398004984024,3,S,missing,STONO,Mr,7,0,0,44,23101269,1
1,0.3060795736721872,0.6939204263278128,2,S,missing,nan,Miss,13,0,2,18,250652,1
0,0.8553441819055595,0.1446558180944405,2,S,missing,nan,Mr,13,0,0,30,28228,0
0,0.8066024878049469,0.193397512195053,3,C,missing,nan,Mr,7,0,0,29,349254,0
1,0.6261356792075854,0.3738643207924146,1,S,C,nan,Mr,26,0,0,28,110564,1
1,0.3860890824187543,0.6139109175812457,2,S,missing,SCAH,Mrs,26,1,0,42,3085,1
1,0.6162833178093619,0.3837166821906381,3,S,missing,STONO,Mr,7,0,0,17,23101274,0
1,0.4828017914760376,0.5171982085239624,1,S,E,nan,Mr,55,1,0,50,13507,0
1,0.2319258135967346,0.7680741864032654,2,S,missing,nan,Mrs,18,2,3,24,29106,1
0,0.8238217910640054,0.1761782089359946,2,S,missing,CA,Mr,10,0,0,31,18723,0
0,0.8753879872566973,0.1246120127433027,3,S,missing,nan,Mr,7,1,0,25,347076,0
1,0.6928305697288315,0.3071694302711685,2,S,missing,nan,Ms,13,0,0,28,230434,1
1,0.355637481231689,0.644362518768311,3,C,missing,nan,Miss,19,2,1,5,2666,1
0,0.8472536954049287,0.1527463045950713,3,S,missing,nan,Mr,19,1,0,29,65303,0
0,0.9069154601582596,0.0930845398417404,3,S,missing,LOW,Mr,8,0,0,29,2816,0
0,0.7764540358305421,0.2235459641694579,1,S,missing,nan,Mr,26,0,0,56,113792,0
0,0.7415435177123594,0.2584564822876406,3,Q,missing,nan,Mr,7,0,0,29,36209,0
0,0.8897933628603507,0.1102066371396493,3,S,missing,nan,Mr,8,0,0,38,315089,0
1,0.7105990787776859,0.289400921222314,3,S,missing,nan,Mrs,9,0,0,63,4134,1
0,0.8972804489547194,0.1027195510452806,3,S,missing,A,Mr,8,0,0,30,518509,0
1,0.3495152271369316,0.6504847728630684,3,S,missing,CA,Master,15,1,1,9,37671,1
1,0.6298170023068813,0.3701829976931187,1,S,C,nan,Mr,30,0,0,55,113787,0
0,0.8993721135109509,0.100627886489049,3,S,missing,A,Mr,8,0,0,21,445380,0
1,0.0943911846654147,0.9056088153345851,1,C,D,nan,Miss,78,1,0,54,36947,1
0,0.8613522625084145,0.1386477374915855,3,S,missing,CA,Mr,15,0,0,29,6212,0
1,0.3731761991219061,0.6268238008780939,3,Q,missing,nan,Miss,7,0,0,29,330909,0
1,0.6846538978043005,0.3153461021956995,3,S,missing,nan,Miss,9,0,0,37,4135,0
1,0.21604981281608,0.78395018718392,2,S,missing,nan,Mrs,26,0,2,33,26360,1
0,0.7955829816168123,0.2044170183831877,3,Q,missing,nan,Mr,7,0,0,29,382651,1
0,0.8191520090051994,0.1808479909948006,3,S,missing,SOTONOQ,Mr,8,0,0,29,3101316,0
1,0.4673029159616427,0.5326970840383572,1,S,E,PC,Mr,26,0,0,36,17473,1
1,0.564004569715686,0.435995430284314,1,S,D,nan,Mr,34,0,0,47,36967,0
0,0.8888806252543758,0.1111193747456241,3,S,missing,nan,Mr,7,0,0,32,349242,0
0,0.8895389787045209,0.1104610212954791,3,S,missing,nan,Mr,7,0,0,22,349252,0
0,0.8625794149474104,0.1374205850525896,3,S,missing,nan,Mr,7,0,0,39,3101296,0
0,0.7515287274121889,0.2484712725878111,3,C,missing,nan,Mr,7,0,0,29,2641,0
1,0.4605939993590785,0.5394060006409215,3,C,missing,nan,Mrs,22,0,2,29,2668,1
1,0.1277479178039394,0.8722520821960605,2,S,missing,FCC,Miss,26,0,2,7,13529,1
1,0.1604202833161142,0.8395797166838858,1,C,B,nan,Miss,49,0,2,22,13568,1
0,0.7510919762251993,0.2489080237748006,2,S,missing,nan,Mr,26,1,0,32,2908,1
0,0.8559391288562537,0.1440608711437462,3,S,missing,nan,Mr,20,1,1,33,363291,0
1,0.6458581653277349,0.354141834672265,3,S,missing,nan,Mrs,17,1,0,36,345572,1
0,0.88585969174525,0.1141403082547499,3,S,missing,nan,Mr,7,0,0,19,349205,0
1,0.478864692467694,0.521135307532306,3,S,missing,nan,Mrs,21,0,4,29,349909,0
0,0.8854008156193947,0.1145991843806053,3,S,missing,nan,Mr,7,0,0,32,350417,1
1,0.4075639012084168,0.5924360987915832,2,S,missing,nan,Miss,13,0,0,34,243880,1
1,0.5242325339513066,0.4757674660486933,3,C,missing,nan,Mrs,14,1,0,29,2689,0
0,0.7927828807444779,0.2072171192555221,3,C,missing,nan,Mr,8,0,0,29,3411,0
1,0.6417886895538447,0.3582113104461553,1,C,B,nan,Mr,79,1,1,60,13567,1
1,0.0808631331187212,0.9191368668812788,1,C,D,nan,Mrs,78,1,0,52,36947,1
0,0.8207169213605574,0.1792830786394426,2,S,missing,SCAH,Mr,26,1,0,37,29037,0
0,0.7707268973022217,0.2292731026977783,1,S,missing,nan,Mr,42,0,0,29,113796,0
1,0.7092018813184827,0.2907981186815173,1,C,missing,nan,Mr,26,0,0,35,111426,1
1,0.4250609474426912,0.5749390525573088,3,Q,missing,nan,Miss,15,1,0,29,367230,1
0,0.7874777503279854,0.2125222496720146,3,Q,missing,nan,Mr,7,0,0,29,370377,0
0,0.7765642720743854,0.2234357279256146,3,C,missing,nan,Mr,14,1,0,27,2659,0
0,0.7866843248385645,0.2133156751614354,3,C,missing,nan,Mr,15,1,1,20,2653,1
0,0.8860771436767787,0.1139228563232213,3,S,missing,nan,Mr,7,0,0,21,350029,0
0,0.868495271684926,0.1315047283150739,3,S,missing,nan,Mr,16,0,0,21,54636,0
0,0.7695286363061882,0.2304713636938118,3,Q,missing,nan,Mr,7,0,0,29,334912,0
1,0.7051806967553547,0.2948193032446453,1,S,A,nan,Mr,30,0,0,80,27042,1
1,0.5942950643492835,0.4057049356507166,1,C,B,nan,Dr,30,0,0,32,13214,1
1,0.4362894777253343,0.5637105222746657,2,S,missing,nan,Miss,13,0,0,28,237668,1
1,0.7025955192498035,0.2974044807501966,3,S,missing,nan,Miss,27,3,2,2,347088,0
1,0.355637481231689,0.644362518768311,3,C,missing,nan,Miss,19,2,1,0,2666,1
1,0.6031608629405918,0.3968391370594082,1,C,A,nan,Col,35,0,0,56,13213,1
0,0.8375137207527752,0.1624862792472248,3,S,missing,nan,Mr,8,0,0,21,8475,0
0,0.8531247034854167,0.1468752965145833,2,S,missing,SOC,Mr,73,2,0,24,14879,0
1,0.4940428917970025,0.5059571082029974,1,C,D,nan,Mr,113,0,2,58,35273,0
0,0.906087603402274,0.0939123965977259,3,S,missing,A,Mr,8,0,0,43,53536,0
0,0.8673178644429917,0.1326821355570082,2,S,missing,CA,Mr,10,0,0,70,24580,0
0,0.9027278475886872,0.0972721524113129,3,S,missing,nan,Mr,8,0,0,24,342826,0
1,0.6694580478145652,0.3305419521854348,3,S,missing,nan,Miss,9,0,0,18,4138,1
0,0.8783749410292949,0.1216250589707051,3,S,missing,nan,Mr,39,4,1,14,3101295,0
1,0.1378652211252811,0.8621347788747189,1,S,B,nan,Miss,211,0,1,15,24160,1
1,0.3838885376837913,0.6161114623162087,3,C,missing,nan,Miss,13,0,1,4,349256,1
1,0.4673029159616427,0.5326970840383572,1,S,E,PC,Mr,26,0,0,35,17475,1
0,0.7931771782003276,0.2068228217996724,2,S,missing,nan,Mr,26,0,0,39,250655,0
1,0.5860912180889333,0.4139087819110668,1,S,C,nan,Mr,52,1,0,48,19996,1
0,0.8540342429459433,0.1459657570540566,2,S,missing,nan,Mr,13,0,0,52,250647,0
0,0.8256587508612474,0.1743412491387526,3,S,F,nan,Mr,7,0,0,19,348124,0
1,0.5092727423914161,0.490727257608584,1,S,E,nan,Mr,53,1,0,27,113806,1
1,0.1322881335367596,0.8677118664632404,1,S,B,nan,Miss,211,0,0,29,24160,1
0,0.8876401376504941,0.1123598623495059,2,S,missing,nan,Mr,13,0,0,23,233639,0
0,0.8614577259160694,0.1385422740839306,3,S,missing,nan,Mr,7,0,0,29,349218,0
1,0.4021159716626624,0.5978840283373376,1,S,D,nan,Mr,30,0,0,29,16988,1
0,0.8554703966014993,0.1445296033985007,3,S,missing,nan,Mr,16,1,0,24,376566,0
0,0.7936332739387404,0.2063667260612596,3,Q,missing,nan,Mr,7,0,0,31,335097,0
0,0.8664993844651488,0.1335006155348511,3,S,missing,nan,Mr,9,0,0,33,345780,0
1,0.2924611979053009,0.7075388020946991,1,S,B,nan,Countess,86,0,0,33,110152,1
1,0.3435496608379323,0.6564503391620676,2,S,E,LOW,Mrs,10,0,0,57,3,0
1,0.2710159598441426,0.7289840401558574,2,S,missing,nan,Mrs,23,1,3,54,29105,1
0,0.8337839911720948,0.1662160088279052,3,S,missing,nan,Mr,7,0,0,18,347078,0
1,0.4811208074051188,0.5188791925948811,3,S,missing,nan,Miss,12,0,0,5,364516,1
1,0.4407280397347578,0.5592719602652422,1,S,D,nan,Mr,30,0,0,29,113501,0
1,0.3327792024410941,0.6672207975589058,3,S,missing,CA,Master,20,1,2,1,2315,1
0,0.7291911582203909,0.270808841779609,3,Q,missing,nan,Mr,7,0,0,29,12460,0
0,0.8459037001969506,0.1540962998030493,2,S,missing,nan,Mr,13,0,0,34,250647,0
0,0.8031959122846954,0.1968040877153045,2,S,missing,nan,Mr,10,0,0,35,28206,0
0,0.729429979078165,0.270570020921835,1,S,B,nan,Mr,0,0,0,29,112058,0
0,0.7812939321001124,0.2187060678998875,3,S,missing,nan,Master,27,3,2,10,347088,0
0,0.8381266581399626,0.1618733418600374,3,S,missing,nan,Mr,8,0,0,27,315098,1
1,0.6920657462297094,0.3079342537702906,1,S,missing,nan,LOW,0,0,0,38,19972,0
0,0.8150192064039034,0.1849807935960966,3,Q,missing,nan,Mr,6,0,0,29,368323,0
0,0.7874777503279854,0.2125222496720146,3,Q,missing,nan,Mr,7,0,0,29,367228,1
1,0.1469175361319795,0.8530824638680204,2,S,missing,nan,Master,18,1,1,0,29106,1
0,0.7515287274121889,0.2484712725878111,3,C,missing,nan,Mr,7,0,0,29,2671,0
0,0.7644422782363669,0.2355577217636331,3,S,missing,nan,Mr,8,0,0,18,2223,0
1,0.112803189160984,0.8871968108390159,1,C,E,PC,Miss,83,1,1,39,17756,1
1,0.6935622855554813,0.3064377144445188,3,S,missing,nan,Mr,56,0,0,32,1601,1
0,0.8483894683215387,0.1516105316784613,3,C,missing,nan,Mr,7,0,0,35,349213,0
0,0.7840248216670829,0.2159751783329171,2,S,missing,nan,LOW,33,0,1,28,248727,0
0,0.7187946200362297,0.2812053799637702,3,S,missing,nan,Master,31,4,2,4,347082,0
1,0.1377794177924698,0.8622205822075302,1,S,D,PC,Miss,39,0,1,16,17592,1
1,0.4899008683579994,0.5100991316420006,3,C,missing,nan,Mrs,19,0,3,24,2666,1
0,0.7823308940571998,0.2176691059428002,2,S,missing,nan,Mr,11,1,0,21,28134,0
1,0.2109586117420079,0.7890413882579921,1,S,D,nan,Mrs,25,0,0,48,17466,1
0,0.8317223930337307,0.1682776069662692,3,S,missing,nan,Mr,9,0,0,29,345777,0
0,0.8357024894595004,0.1642975105404996,3,S,missing,nan,Mr,7,0,0,26,349248,0
0,0.8654902678439798,0.1345097321560202,3,S,missing,nan,Mr,9,0,0,47,345765,0
1,0.4337951872172846,0.5662048127827154,3,C,missing,nan,Miss,7,0,0,15,2667,1
0,0.8415286405184585,0.1584713594815414,3,S,missing,nan,Mr,9,0,0,20,7534,0
0,0.8614577259160694,0.1385422740839306,3,S,missing,nan,Mr,7,0,0,29,349217,0
0,0.9030851747147166,0.0969148252852833,3,S,missing,nan,Mr,7,0,0,33,349257,0
1,0.4499495763280057,0.5500504236719943,1,C,C,nan,Mr,30,0,0,26,111369,1
