Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,PassengerId,ReferenceDate,Survived,dataset,dummy_Pclass_2,dummy_Pclass_3,dummy_Embarked_Missing,dummy_Embarked_Q,dummy_Embarked_S,dummy_cabine_prefix_B,dummy_cabine_prefix_C,dummy_cabine_prefix_D,dummy_cabine_prefix_E,dummy_cabine_prefix_F,dummy_cabine_prefix_G,dummy_cabine_prefix_T,dummy_cabine_prefix_missing,dummy_Ticket_str_CA,dummy_Ticket_str_FCC,dummy_Ticket_str_LINE,dummy_Ticket_str_LOW,dummy_Ticket_str_PC,dummy_Ticket_str_PPP,dummy_Ticket_str_SCAH,dummy_Ticket_str_SCAHBasle,dummy_Ticket_str_SCPARIS,dummy_Ticket_str_SCParis,dummy_Ticket_str_SOC,dummy_Ticket_str_SOTONOQ,dummy_Ticket_str_STONO,dummy_Ticket_str_SWPP,dummy_Ticket_str_WC,dummy_Ticket_str_WEP,dummy_Ticket_str_missing,dummy_NameTitle_Countess,dummy_NameTitle_Dr,dummy_NameTitle_LOW,dummy_NameTitle_Major,dummy_NameTitle_Master,dummy_NameTitle_Miss,dummy_NameTitle_Mlle,dummy_NameTitle_Mr,dummy_NameTitle_Mrs,dummy_NameTitle_Ms,dummy_NameTitle_Sir,normalized_Fare,normalized_SibSp,normalized_Parch,normalized_Age_Mean,normalized_Ticket_int
3,S,G,PPP,Miss,16.7,1.0,1.0,4.0,9549.0,11,1912-07,1,test,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03259622914329302,0.125,0.16666666666666666,0.04498617743151546,0.0004133534684247558
1,S,C,missing,Miss,26.55,0.0,0.0,58.0,113783.0,12,1912-04,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.051822148727810165,0.0,0.0,0.7235486303091229,0.004925395088257826
3,S,missing,A,Mr,8.05,0.0,0.0,20.0,52151.0,13,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015712553569072387,0.0,0.0,0.24604171902488062,0.002257492588943286
3,S,missing,missing,Mr,31.275,1.0,5.0,39.0,347082.0,14,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.06104473451835265,0.125,0.8333333333333334,0.4847951746670017,0.015024353181254694
3,S,missing,missing,Miss,7.8542,0.0,0.0,14.0,350406.0,15,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015330377421392339,0.0,0.0,0.17064589092736868,0.015168241224928785
2,S,missing,missing,Mrs,16.0,0.0,0.0,55.0,248706.0,16,1912-07,1,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.03122992013728673,0.0,0.0,0.6858507162603669,0.01076589043020707
3,Q,missing,missing,Master,29.125,4.0,1.0,2.0,382652.0,17,1912-06,0,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.056848213999904744,0.5,0.16666666666666666,0.01985423473234481,0.01656409376894645
2,S,missing,missing,Mr,13.0,0.0,0.0,29.69911764705882,244373.0,18,1912-05,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.025374310111545468,0.0,0.0,0.36792055349407915,0.010578325179533233
3,S,missing,missing,Mrs,18.0,1.0,0.0,31.0,345763.0,19,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.03513366015444757,0.125,0.0,0.38426740387031916,0.014967256812540458
3,C,missing,missing,Mrs,7.225,0.0,0.0,29.69911764705882,2649.0,20,1912-06,1,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.014102260811993537,0.0,0.0,0.36792055349407915,0.00011466890123124704
2,S,missing,missing,Mr,26.0,0.0,0.0,35.0,239865.0,21,1912-04,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.050748620223090936,0.0,0.0,0.43453128926866047,0.010383184595633473
2,S,D,missing,Mr,13.0,0.0,0.0,34.0,248698.0,22,1912-04,1,train,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.025374310111545468,0.0,0.0,0.42196531791907516,0.0107655441292596
3,Q,missing,missing,Miss,8.0292,0.0,0.0,15.0,330923.0,23,1912-04,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015671954672893913,0.0,0.0,0.18321186227695402,0.014324868554982245
1,S,A,missing,Mr,35.5,0.0,0.0,28.0,113788.0,24,1912-04,1,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.06929138530460492,0.0,0.0,0.3465694898215632,0.004925611526349996
3,S,missing,missing,Miss,21.075,3.0,1.0,8.0,349909.0,25,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.04113566043083236,0.375,0.16666666666666666,0.09525006282985675,0.015146727278567166
3,S,missing,missing,Mrs,31.3875,1.0,5.0,38.0,347077.0,26,1912-05,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.061264319894317944,0.125,0.8333333333333334,0.4722292033174164,0.015024136743162525
3,C,missing,missing,Mr,7.225,0.0,0.0,29.69911764705882,2631.0,27,1912-07,0,test,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014102260811993537,0.0,0.0,0.36792055349407915,0.00011388972409943789
1,S,C,missing,Mr,263.0,3.0,2.0,19.0,19950.0,28,1912-04,0,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5133418122566505,0.375,0.3333333333333333,0.23347574767529528,0.0008635879877551448
3,Q,missing,missing,Miss,7.8792,0.0,0.0,29.69911764705882,330959.0,29,1912-05,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.01537917417160685,0.0,0.0,0.36792055349407915,0.014326426909245862
3,S,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349216.0,30,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015411575213749284,0.0,0.0,0.36792055349407915,0.015116728958992513
1,C,missing,PC,LOW,27.7208,0.0,0.0,40.0,17601.0,31,1912-07,0,test,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05410739813385612,0.0,0.0,0.4973611460165871,0.0007619053720540503
1,C,B,PC,Mrs,146.5208,1.0,0.0,29.69911764705882,17569.0,32,1912-05,1,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2859895551532101,0.125,0.0,0.36792055349407915,0.0007605201682641673
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,335677.0,33,1912-06,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.014530657893016729
2,S,missing,CA,Mr,10.5,0.0,0.0,66.0,24579.0,34,1912-05,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.8240764011058055,0.0010639663734853986
1,C,missing,PC,Mr,82.1708,1.0,0.0,28.0,17604.0,35,1912-05,0,train,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16038672010106,0.125,0.0,0.3465694898215632,0.0007620352349093518
1,S,missing,missing,Mr,52.0,1.0,0.0,42.0,113789.0,36,1912-07,0,test,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.10149724044618187,0.125,0.0,0.5224930887157577,0.00492565481396843
3,C,missing,missing,Mr,7.2292,0.0,0.0,29.69911764705882,2677.0,37,1912-06,1,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014110458666029575,0.0,0.0,0.36792055349407915,0.00011588095454739461
3,S,missing,A,Mr,8.05,0.0,0.0,21.0,52152.0,38,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015712553569072387,0.0,0.0,0.2586076903744659,0.0022575358765617197
3,S,missing,missing,Miss,18.0,2.0,0.0,18.0,345764.0,39,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.03513366015444757,0.25,0.0,0.22090977632570996,0.014967300100158891
3,C,missing,missing,Miss,11.2417,1.0,0.0,14.0,2651.0,40,1912-04,1,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.021942337075458514,0.125,0.0,0.17064589092736868,0.00011475547646811473
3,S,missing,missing,Mrs,9.475,1.0,0.0,40.0,7546.0,41,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.018493968331299484,0.125,0.0,0.4973611460165871,0.0003266483687017706
2,S,missing,missing,Mrs,21.0,1.0,0.0,27.0,11668.0,42,1912-06,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.04098927018018883,0.125,0.0,0.33400351847197784,0.0005050799318860667
3,C,missing,missing,Mr,7.8958,0.0,0.0,29.69911764705882,349253.0,43,1912-04,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.015411575213749284,0.0,0.0,0.36792055349407915,0.015118330600874566
2,C,missing,SCParis,Miss,41.5792,1.0,2.0,3.0,2123.0,44,1912-06,1,train,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08115719346076702,0.125,0.3333333333333333,0.032420206081930136,9.189961393504624e-05
3,Q,missing,missing,Miss,7.8792,0.0,0.0,19.0,330958.0,45,1912-07,1,test,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.01537917417160685,0.0,0.0,0.23347574767529528,0.01432638362162743
3,S,missing,LOW,Mr,8.05,0.0,0.0,29.69911764705882,423567.0,46,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015712553569072387,0.0,0.0,0.36792055349407915,0.01833520667716709
3,Q,missing,missing,Mr,15.5,1.0,0.0,29.69911764705882,370371.0,47,1912-06,0,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.030253985132996517,0.125,0.0,0.36792055349407915,0.016032478526960436
3,Q,missing,missing,Miss,7.75,0.0,0.0,29.69911764705882,14311.0,48,1912-06,1,train,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015126992566498259,0.0,0.0,0.36792055349407915,0.0006194891074067107
3,C,missing,missing,Mr,21.6792,2.0,0.0,29.69911764705882,2662.0,49,1912-07,0,test,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04231498029001666,0.25,0.0,0.36792055349407915,0.00011523164027088699
3,S,missing,missing,Mrs,17.8,1.0,0.0,18.0,349237.0,50,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.034743286152731485,0.125,0.0,0.22090977632570996,0.015117637998979624
3,S,missing,missing,Master,39.6875,4.0,1.0,7.0,3101295.0,51,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.07746484096553544,0.5,0.16666666666666666,0.08268409148027142,0.13424767461078155
3,S,missing,A,Mr,7.8,0.0,0.0,21.0,439886.0,52,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01522458606692728,0.0,0.0,0.2586076903744659,0.019041617322388953
1,C,D,PC,Mrs,76.7292,1.0,0.0,49.0,17572.0,53,1912-05,1,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1497654242623688,0.125,0.0,0.610454888162855,0.0007606500311194688
2,S,missing,missing,Mrs,26.0,1.0,0.0,29.0,2926.0,54,1912-07,1,test,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.050748620223090936,0.125,0.0,0.35913546117114853,0.00012665957153742123
1,C,B,missing,Mr,61.9792,0.0,1.0,65.0,113509.0,55,1912-07,0,test,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1209753416358076,0.0,0.16666666666666666,0.8115104297562201,0.004913534280806954
1,S,C,missing,Mr,35.5,0.0,0.0,29.69911764705882,19947.0,56,1912-05,1,train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.06929138530460492,0.0,0.0,0.36792055349407915,0.0008634581248998433
2,S,missing,CA,Miss,10.5,0.0,0.0,21.0,31026.0,57,1912-06,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.020494635090094415,0.0,0.0,0.2586076903744659,0.0013430416495283772
3,C,missing,missing,Mr,7.2292,0.0,0.0,28.5,2697.0,58,1912-06,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014110458666029575,0.0,0.0,0.35285247549635584,0.00011674670691607145
2,S,missing,CA,Miss,27.75,1.0,2.0,5.0,34651.0,59,1912-04,1,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05416439273810667,0.125,0.3333333333333333,0.05755214878110078,0.0014999592663510538
3,S,missing,CA,Master,46.9,5.0,2.0,11.0,2144.0,60,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09154270340242172,0.625,0.3333333333333333,0.13294797687861273,9.280865392215691e-05
3,C,missing,missing,Mr,7.2292,0.0,0.0,22.0,2669.0,61,1912-04,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.014110458666029575,0.0,0.0,0.2711736617240513,0.00011553465359992388
1,Missing,B,missing,Miss,80.0,0.0,0.0,38.0,113572.0,62,1912-05,1,train,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15614960068643363,0.0,0.0,0.4722292033174164,0.004916261400768286
1,S,C,missing,Mr,83.475,1.0,0.0,45.0,36973.0,63,1912-07,0,test,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.16293234896625058,0.125,0.0,0.5601910027645137,0.0016004731163544346
3,S,missing,missing,Master,27.9,3.0,2.0,4.0,347088.0,64,1912-06,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.05445717323939373,0.375,0.3333333333333333,0.04498617743151546,0.015024612906965298
1,C,missing,PC,Mr,27.7208,0.0,0.0,29.69911764705882,17605.0,65,1912-07,0,test,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05410739813385612,0.0,0.0,0.36792055349407915,0.0007620785225277857
3,C,missing,missing,Master,15.2458,1.0,1.0,29.69911764705882,2661.0,66,1912-04,1,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.029757819776815374,0.125,0.16666666666666666,0.36792055349407915,0.00011518835265245315
2,S,F,CA,Mrs,10.5,0.0,0.0,29.0,29395.0,67,1912-07,1,test,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.020494635090094415,0.0,0.0,0.35913546117114853,0.001272439543862781
3,S,missing,LOW,Mr,8.1583,0.0,0.0,19.0,3464.0,68,1912-04,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015923941091001644,0.0,0.0,0.23347574767529528,0.00014994831025482816
3,S,missing,missing,Miss,7.925,4.0,2.0,17.0,3101281.0,69,1912-06,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015468569817999833,0.5,0.3333333333333333,0.20834380497612465,0.13424706858412347
3,S,missing,missing,Mr,8.6625,2.0,0.0,26.0,315151.0,70,1912-07,0,test,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.016908073949327893,0.25,0.0,0.32143754712239253,0.013642136237043691
2,S,missing,CA,Mr,10.5,0.0,0.0,32.0,33111.0,71,1912-05,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020494635090094415,0.0,0.0,0.39683337521990447,0.0014332963339629373
3,S,missing,CA,Miss,46.9,5.0,2.0,16.0,2144.0,72,1912-05,0,train,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09154270340242172,0.625,0.3333333333333333,0.19577783362653933,9.280865392215691e-05
2,S,missing,SOC,Mr,73.5,0.0,0.0,21.0,14879.0,73,1912-05,0,train,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1434624456306609,0.0,0.0,0.2586076903744659,0.0006440764746771328
3,C,missing,missing,Mr,14.4542,1.0,0.0,26.0,2680.0,74,1912-04,0,train,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.028212719478023115,0.125,0.0,0.32143754712239253,0.00011601081740269614
3,S,missing,missing,Mr,56.4958,0.0,0.0,32.0,1601.0,75,1912-05,1,train,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.11027245763075773,0.0,0.0,0.39683337521990447,6.930347711258079e-05
